20,2,9.5,10,2.004,1,0.9,0.1,0.1
23,1,6.7,3,1.972,2,0.1,0.9,0.1
3,2,8.4,11,1.987,1,0.9,0.1,0.1
13,3,11,3,2.001,2,0.1,0.9,0.1
9,1,6.8,9,1.98,1,0.9,0.1,0.1
0,3,11.8,3,1.981,3,0.1,0.1,0.9
4,1,7.6,3,1.973,2,0.1,0.9,0.1
13,3,10.9,12,1.979,2,0.1,0.9,0.1
13,3,11,3,2.001,2,0.1,0.9,0.1
13,2,10.4,5,1.99,1,0.9,0.1,0.1
13,1,7.3,5,1.988,1,0.9,0.1,0.1
12,3,13.5,5,1.984,2,0.1,0.9,0.1
13,2,10.4,5,1.99,1,0.9,0.1,0.1
0,1,6.7,9,1.979,1,0.9,0.1,0.1
16,2,10.4,5,1.992,2,0.1,0.9,0.1
13,4,13.3,1,2.002,3,0.1,0.1,0.9
24,4,17.7,1,1.995,3,0.1,0.1,0.9
24,4,17.4,1,1.995,3,0.1,0.1,0.9
22,2,10.6,5,1.984,2,0.1,0.9,0.1
25,1,6.8,3,1.985,1,0.9,0.1,0.1
3,2,9.2,5,2.004,2,0.1,0.9,0.1
13,1,6.5,3,1.976,1,0.9,0.1,0.1
23,3,11.6,3,2.001,3,0.1,0.1,0.9
18,1,6.7,9,1.979,1,0.9,0.1,0.1
22,1,6.4,11,1.985,1,0.9,0.1,0.1
20,3,12.1,3,1.999,2,0.1,0.9,0.1
4,1,6.7,9,1.981,1,0.9,0.1,0.1
22,2,8.4,11,1.986,1,0.9,0.1,0.1
16,2,10.3,5,1.989,2,0.1,0.9,0.1
12,1,6.7,9,1.981,1,0.9,0.1,0.1
3,2,9.1,9,1.985,1,0.9,0.1,0.1
18,1,6.5,3,1.976,2,0.1,0.9,0.1
19,3,11.1,10,2.001,2,0.1,0.9,0.1
25,1,6.4,11,1.987,1,0.9,0.1,0.1
10,1,6.8,9,1.981,1,0.9,0.1,0.1
24,2,8.6,7,2,1,0.9,0.1,0.1
23,1,6.5,3,1.972,1,0.9,0.1,0.1
21,1,6,3,1.985,1,0.9,0.1,0.1
0,2,9.3,9,1.981,2,0.1,0.9,0.1
25,3,13.3,3,1.986,2,0.1,0.9,0.1
20,4,13,1,2.001,3,0.1,0.1,0.9
16,2,10.3,5,1.996,1,0.9,0.1,0.1
20,3,11,3,2,2,0.1,0.9,0.1
5,2,10.4,5,1.988,1,0.9,0.1,0.1
13,1,6.7,9,1.985,1,0.9,0.1,0.1
23,0,4.3,12,1.967,1,0.9,0.1,0.1
11,2,9,7,1.998,2,0.1,0.9,0.1
14,3,10.9,3,2.004,3,0.1,0.1,0.9
18,1,6.5,3,1.978,1,0.9,0.1,0.1
13,1,7.4,3,1.976,1,0.9,0.1,0.1
8,1,7.3,5,1.989,1,0.9,0.1,0.1
2,1,6.4,11,1.988,2,0.1,0.9,0.1
18,2,9,5,2.006,3,0.1,0.1,0.9
25,1,6.7,9,1.985,1,0.9,0.1,0.1
1,1,6.6,3,1.983,1,0.9,0.1,0.1
3,2,8.4,11,1.986,1,0.9,0.1,0.1
13,3,11,10,2.008,2,0.1,0.9,0.1
13,2,10.9,5,1.985,1,0.9,0.1,0.1
9,1,6.7,9,1.979,1,0.9,0.1,0.1
16,3,12.6,3,1.995,2,0.1,0.9,0.1
8,3,11,3,2.002,2,0.1,0.9,0.1
25,1,7.4,5,1.988,1,0.9,0.1,0.1
19,2,9.4,10,2.001,2,0.1,0.9,0.1
14,4,14,1,1.986,3,0.1,0.1,0.9
16,3,13.4,5,1.996,2,0.1,0.9,0.1
8,2,10.5,5,1.993,2,0.1,0.9,0.1
12,1,7.3,3,1.979,1,0.9,0.1,0.1
13,2,9.3,10,2.006,2,0.1,0.9,0.1
13,1,7.5,5,1.984,1,0.9,0.1,0.1
24,3,11.9,3,1.996,2,0.1,0.9,0.1
24,2,10.2,5,1.998,1,0.9,0.1,0.1
25,1,6.7,9,1.985,1,0.9,0.1,0.1
13,4,13,1,2.001,3,0.1,0.1,0.9
16,2,10.5,5,1.996,2,0.1,0.9,0.1
13,2,9.1,5,2,2,0.1,0.9,0.1
11,2,8.5,7,2.004,1,0.9,0.1,0.1
13,1,7.3,5,1.988,1,0.9,0.1,0.1
25,2,8.4,11,1.987,1,0.9,0.1,0.1
1,2,9.2,9,1.979,2,0.1,0.9,0.1
11,2,10.1,5,1.998,1,0.9,0.1,0.1
20,2,9.3,5,2.012,2,0.1,0.9,0.1
5,2,9,10,2.002,1,0.9,0.1,0.1
23,2,10.4,5,1.989,2,0.1,0.9,0.1
25,2,8.4,11,1.988,1,0.9,0.1,0.1
25,3,12.2,3,1.988,2,0.1,0.9,0.1
21,3,12.1,3,1.986,3,0.1,0.1,0.9
4,1,8.8,9,1.978,2,0.1,0.9,0.1
16,2,10.4,5,1.996,1,0.9,0.1,0.1
4,2,8.4,11,1.986,2,0.1,0.9,0.1
1,2,9.2,9,1.98,2,0.1,0.9,0.1
1,2,8.4,11,1.987,1,0.9,0.1,0.1
5,3,12.1,3,1.998,2,0.1,0.9,0.1
1,4,14.8,4,1.985,2,0.1,0.9,0.1
13,1,6.4,11,1.986,1,0.9,0.1,0.1
4,3,11.7,3,1.977,3,0.1,0.1,0.9
22,2,10.4,5,1.988,2,0.1,0.9,0.1
23,1,6.7,3,1.97,1,0.9,0.1,0.1
12,3,12.1,3,1.983,2,0.1,0.9,0.1
22,2,10.4,5,1.984,2,0.1,0.9,0.1
25,4,15.9,1,1.992,3,0.1,0.1,0.9
13,3,12.2,3,1.998,2,0.1,0.9,0.1
16,2,10.3,5,1.989,2,0.1,0.9,0.1
5,2,8.4,11,1.988,1,0.9,0.1,0.1
4,1,6.3,3,1.973,1,0.9,0.1,0.1
6,1,7.3,3,1.974,2,0.1,0.9,0.1
25,2,9.3,9,1.985,1,0.9,0.1,0.1
13,2,9.1,5,2,2,0.1,0.9,0.1
13,2,10.6,5,1.993,1,0.9,0.1,0.1
3,1,6.9,3,1.988,1,0.9,0.1,0.1
25,2,9.7,5,2.012,2,0.1,0.9,0.1
20,2,9,5,2.001,1,0.9,0.1,0.1
21,2,9.4,9,1.984,2,0.1,0.9,0.1
0,1,7.5,9,1.98,1,0.9,0.1,0.1
1,2,9.2,9,1.979,1,0.9,0.1,0.1
8,3,11,3,2.002,1,0.9,0.1,0.1
25,3,12.2,3,1.988,2,0.1,0.9,0.1
22,2,10.3,5,1.984,2,0.1,0.9,0.1
13,3,12.3,10,1.998,2,0.1,0.9,0.1
3,2,10.3,5,1.985,1,0.9,0.1,0.1
23,1,6.7,3,1.97,1,0.9,0.1,0.1
23,4,14.7,1,1.993,3,0.1,0.1,0.9
2,1,6.8,3,1.973,1,0.9,0.1,0.1
5,2,9,10,2.004,2,0.1,0.9,0.1
20,4,13.4,10,2.001,3,0.1,0.1,0.9
8,1,6.8,9,1.981,1,0.9,0.1,0.1
20,2,8.5,7,2.001,2,0.1,0.9,0.1
11,4,14.8,4,1.987,3,0.1,0.1,0.9
14,2,9,5,2.006,3,0.1,0.1,0.9
3,2,10.4,5,1.985,2,0.1,0.9,0.1
3,2,10.7,5,1.985,2,0.1,0.9,0.1
24,3,11.1,3,2.001,2,0.1,0.9,0.1
20,2,9.5,5,2.013,2,0.1,0.9,0.1
13,1,6.7,9,1.983,1,0.9,0.1,0.1
22,3,12.2,3,1.988,3,0.1,0.1,0.9
11,2,9.3,9,1.985,1,0.9,0.1,0.1
25,2,8.3,11,1.987,1,0.9,0.1,0.1
0,3,12.5,3,1.993,2,0.1,0.9,0.1
25,3,12.5,3,1.993,2,0.1,0.9,0.1
18,3,11,3,2,3,0.1,0.1,0.9
14,2,10.1,5,1.997,3,0.1,0.1,0.9
12,2,9.1,7,1.998,2,0.1,0.9,0.1
1,2,9.2,9,1.978,2,0.1,0.9,0.1
20,3,11,10,2.006,2,0.1,0.9,0.1
17,3,11,3,2.004,2,0.1,0.9,0.1
14,1,6,12,1.969,1,0.9,0.1,0.1
12,1,6.7,9,1.983,1,0.9,0.1,0.1
11,2,10.5,5,1.99,2,0.1,0.9,0.1
13,3,11,3,2,2,0.1,0.9,0.1
22,1,7.4,5,1.988,1,0.9,0.1,0.1
14,1,6.8,9,1.979,1,0.9,0.1,0.1
8,2,10.9,5,1.996,2,0.1,0.9,0.1
14,1,6.8,3,1.979,2,0.1,0.9,0.1
4,2,10,5,2.005,3,0.1,0.1,0.9
23,2,7.6,5,2.009,3,0.1,0.1,0.9
20,4,13.4,10,2.001,3,0.1,0.1,0.9
25,2,8.9,11,1.988,1,0.9,0.1,0.1
25,3,12.2,3,1.988,2,0.1,0.9,0.1
20,2,9.5,10,2.012,2,0.1,0.9,0.1
23,2,10.4,5,1.989,2,0.1,0.9,0.1
13,2,9.1,5,2.001,1,0.9,0.1,0.1
13,2,10.2,5,1.997,2,0.1,0.9,0.1
25,1,7.4,5,1.983,1,0.9,0.1,0.1
9,1,8.2,9,1.978,2,0.1,0.9,0.1
3,1,6,3,1.988,1,0.9,0.1,0.1
22,2,10.5,5,1.985,2,0.1,0.9,0.1
24,1,7.3,9,1.98,1,0.9,0.1,0.1
4,1,5.3,12,1.969,1,0.9,0.1,0.1
22,2,10.4,5,1.985,2,0.1,0.9,0.1
23,3,12,3,1.998,3,0.1,0.1,0.9
23,1,5.7,12,1.968,1,0.9,0.1,0.1
23,1,6.1,12,1.973,1,0.9,0.1,0.1
22,2,10.4,5,1.988,2,0.1,0.9,0.1
8,3,11.6,3,1.999,1,0.9,0.1,0.1
17,3,11.4,10,2.004,2,0.1,0.9,0.1
0,3,12,2,2.011,3,0.1,0.1,0.9
17,2,9,5,2.003,2,0.1,0.9,0.1
1,2,8.4,3,1.977,1,0.9,0.1,0.1
21,1,6,3,1.985,1,0.9,0.1,0.1
18,1,6.9,5,2.012,2,0.1,0.9,0.1
22,3,12.2,3,1.988,3,0.1,0.1,0.9
13,4,13,1,2,3,0.1,0.1,0.9
24,1,6,3,1.985,1,0.9,0.1,0.1
25,3,13.3,3,1.986,2,0.1,0.9,0.1
18,2,8.4,3,1.974,2,0.1,0.9,0.1
15,1,7,3,1.975,2,0.1,0.9,0.1
25,3,12.2,3,1.987,1,0.9,0.1,0.1
16,3,12.6,3,1.995,2,0.1,0.9,0.1
22,3,10.9,2,2.008,3,0.1,0.1,0.9
22,1,7.5,5,1.983,1,0.9,0.1,0.1
22,3,12.1,3,1.985,2,0.1,0.9,0.1
4,3,12,3,1.996,3,0.1,0.1,0.9
11,2,8.4,11,1.987,2,0.1,0.9,0.1
1,2,9.5,9,1.981,1,0.9,0.1,0.1
1,1,6.8,9,1.979,1,0.9,0.1,0.1
13,4,13.9,1,1.997,3,0.1,0.1,0.9
5,3,12.1,3,1.999,2,0.1,0.9,0.1
25,4,14.6,4,1.987,3,0.1,0.1,0.9
3,3,11.9,3,1.997,3,0.1,0.1,0.9
17,2,9,5,2.003,1,0.9,0.1,0.1
3,2,10.3,5,1.998,2,0.1,0.9,0.1
17,2,9.4,5,2.012,2,0.1,0.9,0.1
25,2,8.4,11,1.985,1,0.9,0.1,0.1
1,1,6.8,9,1.98,1,0.9,0.1,0.1
0,2,9.8,9,1.979,2,0.1,0.9,0.1
13,1,6.5,3,1.977,1,0.9,0.1,0.1
3,1,7.3,5,1.986,1,0.9,0.1,0.1
5,2,9.3,10,2.004,2,0.1,0.9,0.1
9,1,6.8,9,1.98,1,0.9,0.1,0.1
16,3,12.8,3,1.996,2,0.1,0.9,0.1
25,1,6.4,11,1.987,1,0.9,0.1,0.1
13,3,12.8,3,1.996,2,0.1,0.9,0.1
17,2,9.3,5,2.012,2,0.1,0.9,0.1
2,2,11.2,5,1.992,2,0.1,0.9,0.1
1,4,14.7,4,1.984,3,0.1,0.1,0.9
17,3,11,3,2.003,2,0.1,0.9,0.1
2,3,12.1,3,1.987,3,0.1,0.1,0.9
20,2,9.6,10,2.012,2,0.1,0.9,0.1
5,4,13,1,2.001,3,0.1,0.1,0.9
21,1,7.3,3,1.983,1,0.9,0.1,0.1
8,2,10.4,5,1.989,1,0.9,0.1,0.1
24,4,14.1,1,1.999,3,0.1,0.1,0.9
20,2,9.3,5,2.013,2,0.1,0.9,0.1
20,2,9,10,2.009,2,0.1,0.9,0.1
14,2,9.1,3,1.974,2,0.1,0.9,0.1
20,3,12.1,3,1.999,2,0.1,0.9,0.1
16,3,12.5,3,1.996,2,0.1,0.9,0.1
4,2,7.4,12,1.97,2,0.1,0.9,0.1
8,2,10.4,5,1.989,1,0.9,0.1,0.1
5,2,10.1,5,1.997,1,0.9,0.1,0.1
13,1,5.9,3,1.978,1,0.9,0.1,0.1
20,4,13.4,10,2.001,3,0.1,0.1,0.9
19,4,12.5,1,2.002,3,0.1,0.1,0.9
25,2,8.4,11,1.988,1,0.9,0.1,0.1
24,2,8.9,11,1.994,1,0.9,0.1,0.1
16,2,11.4,5,1.989,1,0.9,0.1,0.1
4,1,8.8,12,1.974,3,0.1,0.1,0.9
